protein name	average rank	rank(gcn)	rank(node2vec)	proximity to Covid-19(gcn)	proximity to Covid-19(node2vec)	shortest path to Covid-19	path length	involved pathway id	involved pathway name
MCM6	8918.5	3559	14278	0.05545552917679401	0.8159332918063097	MCM6, RPA2, TLE1, covid-19	3		
CNOT10	8919.0	13343	4495	-0.07281011007863308	1.6463339792611251	CNOT10, NINL, covid-19	2		
CACNB3	8919.5	5432	12407	0.02482367424994794	0.9761078889367389	CACNB3, CACNA1C, PRKACA, covid-19	3	GO:0006816	calcium ion transport
USO1	8920.0	9087	8753	-0.021056235908292392	1.2659241442999063	USO1, PRKACA, covid-19	2		
RPL7L1	8920.5	8783	9058	-0.017715842221908654	1.2425506358176412	RPL7L1, ARRB2, AP3B1, covid-19	3		
CCR1	8921.0	11498	6344	-0.04859543957021289	1.4593484327749655	CCR1, STAT3, DNMT1, covid-19	3	GO:0006816, GO:0006955, GO:0030335, GO:0007267, GO:0010629, GO:0006874, GO:0006887, GO:0007204, GO:0051928, GO:0030502, GO:0045672, GO:0070098, GO:0070374, GO:0090026	calcium ion transport, immune response, positive regulation of cell migration, cell-cell signaling, negative regulation of gene expression, cellular calcium ion homeostasis, exocytosis, positive regulation of cytosolic calcium ion concentration, positive regulation of calcium ion transport, negative regulation of bone mineralization, positive regulation of osteoclast differentiation, chemokine-mediated signaling pathway, positive regulation of ERK1 and ERK2 cascade, positive regulation of monocyte chemotaxis
ZNF433	8921.5	10653	7190	-0.03910045500973662	1.3882107905063343	ZNF433, MDFI, GNG5, covid-19	3		
KIF21B	8923.0	14958	2888	-0.09831740232126744	1.8559061053449417	KIF21B, CPSF1, HMOX1, covid-19	3		
ACOX1	8924.0	15547	2301	-0.10996521192154471	1.9659853197559183	ACOX1, GPX1, covid-19	2	GO:0000038, GO:0006693, GO:0019395, GO:0006091, GO:0006629, GO:0033540	very long-chain fatty acid metabolic process, prostaglandin metabolic process, fatty acid oxidation, generation of precursor metabolites and energy, lipid metabolic process, fatty acid beta-oxidation using acyl-CoA oxidase
MIRLET7A1	8925.0	9791	8059	-0.029174660375269473	1.319869511362609	MIRLET7A1, DDX21, covid-19	2	GO:0035278	miRNA mediated inhibition of translation
KLF10	8925.5	810	17041	0.16842920965084962	0.30261827069210323	KLF10, CDK2, POLA1, covid-19	3	GO:0045944	positive regulation of transcription by RNA polymerase II
CDKN2AIPNL	8926.0	2420	15432	0.08228898207236073	0.681301918343304	CDKN2AIPNL, XRN2, UPF1, covid-19	3		
EPHB3	8926.5	11552	6301	-0.049250920830169506	1.4639378033574166	EPHB3, LNX1, AP2M1, covid-19	3	GO:0016477, GO:0022407, GO:0046777, GO:0043087, GO:0034446, GO:0048013	cell migration, regulation of cell-cell adhesion, protein autophosphorylation, regulation of GTPase activity, substrate adhesion-dependent cell spreading, ephrin receptor signaling pathway
SYT8	8927.5	16037	1818	-0.12201409633238716	2.080814964059461	SYT8, SYNCRIP, AAR2, covid-19	3		
IRAK1BP1	8928.0	11139	6717	-0.04439943491525679	1.4243471257230946	IRAK1BP1, RELA, AKAP8, covid-19	3		
CLK2	8928.0	4483	13373	0.039047865911606784	0.8976475361518077	CLK2, PABPC1, covid-19	2	GO:0006468, GO:0010212, GO:0043484	protein phosphorylation, response to ionizing radiation, regulation of RNA splicing
SNX32	8929.0	2895	14963	0.06909712195005321	0.7433332343704955	SNX32, TSG101, RNF41, covid-19	3		
TF	8929.0	1252	16606	0.1310640365890215	0.46271905849906037	TF, GTF2F2, covid-19	2	GO:0048260, GO:0071281, GO:0098707	positive regulation of receptor-mediated endocytosis, cellular response to iron ion, ferrous iron import across plasma membrane
FIS1	8930.0	5945	11915	0.017257543776435964	1.0148979208226885	FIS1, PEX5, SLC27A2, covid-19	3	GO:0000266, GO:0000422, GO:0001836, GO:0006626, GO:0043280, GO:0007204, GO:0008053, GO:0010821, GO:0016559, GO:0051260, GO:0032471, GO:0035584, GO:0043653, GO:0051561, GO:0070584, GO:0090141, GO:0090314, GO:2001244	mitochondrial fission, autophagy of mitochondrion, release of cytochrome c from mitochondria, protein targeting to mitochondrion, positive regulation of cysteine-type endopeptidase activity involved in apoptotic process, positive regulation of cytosolic calcium ion concentration, mitochondrial fusion, regulation of mitochondrion organization, peroxisome fission, protein homooligomerization, negative regulation of endoplasmic reticulum calcium ion concentration, calcium-mediated signaling using intracellular calcium source, mitochondrial fragmentation involved in apoptotic process, positive regulation of mitochondrial calcium ion concentration, mitochondrion morphogenesis, positive regulation of mitochondrial fission, positive regulation of protein targeting to membrane, positive regulation of intrinsic apoptotic signaling pathway
SMARCD2	8930.0	10040	7820	-0.03190446355067031	1.3391769217498692	SMARCD2, HDAC2, covid-19	2	GO:0006337, GO:0006338, GO:0043044	nucleosome disassembly, chromatin remodeling, ATP-dependent chromatin remodeling
L3MBTL1	8930.5	6616	11245	0.0075271433978198465	1.0702790470771602	L3MBTL1, AKAP8, covid-19	2	GO:0045892, GO:0006325, GO:0007088, GO:0045652	negative regulation of transcription, DNA-templated, chromatin organization, regulation of mitotic nuclear division, regulation of megakaryocyte differentiation
NR1H3	8930.5	7827	10034	-0.00649535631640849	1.1654460976616066	NR1H3, CEP350, covid-19	2	GO:0045893, GO:0045944, GO:0010867, GO:0010870, GO:0010875, GO:0032376, GO:0010887, GO:0032270, GO:0071222, GO:0032369, GO:0032570, GO:0034145, GO:0043277, GO:0045723, GO:0048550, GO:0051006, GO:2000189	positive regulation of transcription, DNA-templated, positive regulation of transcription by RNA polymerase II, positive regulation of triglyceride biosynthetic process, positive regulation of receptor biosynthetic process, positive regulation of cholesterol efflux, positive regulation of cholesterol transport, negative regulation of cholesterol storage, positive regulation of cellular protein metabolic process, cellular response to lipopolysaccharide, negative regulation of lipid transport, response to progesterone, positive regulation of toll-like receptor 4 signaling pathway, apoptotic cell clearance, positive regulation of fatty acid biosynthetic process, negative regulation of pinocytosis, positive regulation of lipoprotein lipase activity, positive regulation of cholesterol homeostasis
GNAQ	8932.0	8604	9260	-0.015576804256910541	1.22651187097914	GNAQ, ARF6, covid-19	2	GO:0006469, GO:0035412, GO:0050821	negative regulation of protein kinase activity, regulation of catenin import into nucleus, protein stabilization
FLVCR1	8932.5	11662	6203	-0.05072186496418821	1.4731450202494394	FLVCR1, NRAS, RAP1GDS1, covid-19	3	GO:0006839, GO:0015886, GO:0030218, GO:0097037	mitochondrial transport, heme transport, erythrocyte differentiation, heme export
PKD2L1	8932.5	10282	7583	-0.03456816717711847	1.357532705895406	PKD2L1, TNNI3, PRKACA, covid-19	3	GO:0071805, GO:0035725, GO:0050915, GO:0070207	potassium ion transmembrane transport, sodium ion transmembrane transport, sensory perception of sour taste, protein homotrimerization
FTH1P23	8933.5	9039	8828	-0.02051425059713753	1.261108623164673	FTH1P23, TRIM25, POLA1, covid-19	3		
CSNK1D	8934.5	8583	9286	-0.015372478126182188	1.2246076361818414	CSNK1D, AKAP9, covid-19	2	GO:0006468, GO:0001934, GO:0007020, GO:0007030, GO:0018105, GO:0034067, GO:0051225, GO:0061512, GO:0071539, GO:0090263, GO:1905515	protein phosphorylation, positive regulation of protein phosphorylation, microtubule nucleation, Golgi organization, peptidyl-serine phosphorylation, protein localization to Golgi apparatus, spindle assembly, protein localization to cilium, protein localization to centrosome, positive regulation of canonical Wnt signaling pathway, non-motile cilium assembly
CACNA2D3	8935.0	5656	12214	0.021520186015212127	0.9912042782535968	CACNA2D3, gabapentin-enacarbil, CACNA1C, PRKACA, covid-19	4		
KCTD7	8935.0	10664	7206	-0.03918291231931236	1.3871769195347172	KCTD7, CUL3, AKAP8, covid-19	3	GO:0090461	glutamate homeostasis
UBE2I	8936.0	2144	15728	0.09023467823443446	0.6400272047802669	UBE2I, CSDE1, covid-19	2	GO:0000122, GO:0045892, GO:0016925, GO:1903755	negative regulation of transcription by RNA polymerase II, negative regulation of transcription, DNA-templated, protein sumoylation, positive regulation of SUMO transferase activity
GIMAP2	8937.0	16324	1550	-0.12994231270818452	2.15929022896751	GIMAP2, STOM, covid-19	2		
PPIAL4E	8937.0	9262	8612	-0.02317141194209654	1.2781908728202034	PPIAL4E, PPIAL4G, ACTB, TLE1, covid-19	4		
RNA5S12	8937.5	9646	8229	-0.027602214619709096	1.3088530639536977	RNA5S12, TRIM25, POLA1, covid-19	3		
TMED6	8939.5	10263	7616	-0.03435909640111978	1.3552109482388706	TMED6, PLXNB2, LMAN2, covid-19	3		
NPR3	8939.5	15297	2582	-0.10451419807704633	1.9148123914924844	NPR3, NPPA, PMPCB, covid-19	3		
KDM3A	8940.0	11365	6515	-0.04688932511376585	1.4418128245058446	KDM3A, EIF4H, covid-19	2	GO:0009755, GO:0045893, GO:0030521, GO:0033169	hormone-mediated signaling pathway, positive regulation of transcription, DNA-templated, androgen receptor signaling pathway, histone H3-K9 demethylation
PTPDC1	8941.0	10118	7764	-0.0326183616617765	1.342755769466023	PTPDC1, DCAF7, covid-19	2		
TMSB4XP6	8941.5	1809	16074	0.10220634189549552	0.5810803446571237	TMSB4XP6, ADAMTSL4, EIF4E2, covid-19	3		
TNNC1	8941.5	11168	6715	-0.04464645262283373	1.424634676516787	TNNC1, TNNI3, PRKACA, covid-19	3	GO:0055010, GO:0006937, GO:0060048	ventricular cardiac muscle tissue morphogenesis, regulation of muscle contraction, cardiac muscle contraction
PUS1	8942.0	14870	3014	-0.09655471925940382	1.8367798498899424	PUS1, IDE, covid-19	2		
MCTS1	8944.0	11177	6711	-0.04471182607126775	1.4249310010683505	MCTS1, CEP135, covid-19	2	GO:0075522	IRES-dependent viral translational initiation
WWC3	8944.5	6663	11226	0.007151445789579113	1.0721778775034352	WWC3, APP, EIF4E2, covid-19	3	GO:0000122, GO:0035331, GO:0046621	negative regulation of transcription by RNA polymerase II, negative regulation of hippo signaling, negative regulation of organ growth
SRSF8	8945.0	13777	4113	-0.07964139318217586	1.6912561609919896	SRSF8, SNIP1, covid-19	2		
TES	8945.5	3554	14337	0.055564902798159614	0.8093509458083114	TES, ACSL3, covid-19	2	GO:0008285	negative regulation of cell proliferation
GPATCH11	8945.5	6795	11096	0.005360100269004672	1.082004881746164	GPATCH11, SNRPE, CUL2, covid-19	3		
VAMP5	8947.0	9755	8139	-0.028803952620624525	1.3150478975621276	VAMP5, LMNA, TOR1A, covid-19	3		
MYOG	8947.5	3950	13945	0.048257891027939856	0.8488341621494075	MYOG, EIF4E2, covid-19	2	GO:0045944	positive regulation of transcription by RNA polymerase II
RPS6KC1	8947.5	13329	4566	-0.07262283791120372	1.6383573910558578	RPS6KC1, VPS39, covid-19	2		
STMN1	8949.0	4749	13149	0.034859362216708684	0.915783266187327	STMN1, PRKACA, covid-19	2	GO:0000281, GO:0007019, GO:0007052, GO:0031110, GO:0031115, GO:0035024, GO:0048012, GO:0051497, GO:0061436, GO:0070495, GO:1905098	mitotic cytokinesis, microtubule depolymerization, mitotic spindle organization, regulation of microtubule polymerization or depolymerization, negative regulation of microtubule polymerization, negative regulation of Rho protein signal transduction, hepatocyte growth factor receptor signaling pathway, negative regulation of stress fiber assembly, establishment of skin barrier, negative regulation of thrombin-activated receptor signaling pathway, negative regulation of guanyl-nucleotide exchange factor activity
GPBP1	8950.0	11072	6828	-0.04372285153852845	1.4164889059640309	GPBP1, PLEKHF2, covid-19	2		
HECTD2	8951.5	9888	8015	-0.03011624366948891	1.323750116924733	HECTD2, PIAS1, CSNK2A2, covid-19	3		
RNY3	8952.0	12960	4944	-0.0675195357128385	1.5983582721344707	RNY3, CALR, PRKACA, covid-19	3		
CLCN2	8953.0	14537	3369	-0.09090751703616892	1.7805470118851932	CLCN2, SNIP1, covid-19	2		
AKR1A1	8953.0	6973	10933	0.0030440987526434773	1.094566293497875	AKR1A1, ARFIP1, IDE, covid-19	3		
ATAD5	8953.5	13394	4513	-0.07353555087261554	1.6439843723685699	ATAD5, BRD4, covid-19	2		
GPC4	8953.5	14468	3439	-0.08992046527167022	1.7708021671995835	GPC4, CSNK2A2, covid-19	2		
HNRNPA0	8954.0	10170	7738	-0.033163638166782916	1.345255481159306	HNRNPA0, AAR2, covid-19	2		
FAM219A	8954.0	15992	1916	-0.12030673603383793	2.052345522505881	FAM219A, POLA2, covid-19	2		
ZNF711	8954.5	3222	14687	0.06173085015205132	0.7731424640036344	ZNF711, RNF4, RTN4, covid-19	3	GO:0045893	positive regulation of transcription, DNA-templated
TMTC1	8955.0	10836	7074	-0.0411262400969165	1.396301805392601	TMTC1, ZDHHC17, GOLGA2, covid-19	3		
KIZ	8955.0	3203	14707	0.06215636937490515	0.7711404069711951	KIZ, PCM1, PCNT, covid-19	3	GO:0007051	spindle organization
ZNF510	8955.0	3804	14106	0.05074719704141798	0.8332024181258104	ZNF510, SMAD1, SNIP1, covid-19	3		
PPIAP11	8955.0	5998	11912	0.016579856638134438	1.0151529031376234	PPIAP11, FASLG, RHOA, covid-19	3		
GPR179	8955.5	11107	6804	-0.04407836839930265	1.418351037446043	GPR179, BRCA2, HDAC2, covid-19	3	GO:0007601	visual perception
NRON	8956.5	8406	9507	-0.013577882388437629	1.2070352422199515	NRON, LRRK2, RIPK1, covid-19	3		
GHR	8957.5	14460	3455	-0.08982884706983121	1.7685243915041393	GHR, RBX1, covid-19	2	GO:0032870, GO:0040018, GO:0048009, GO:0044236, GO:0060396	cellular response to hormone stimulus, positive regulation of multicellular organism growth, insulin-like growth factor receptor signaling pathway, multicellular organism metabolic process, growth hormone receptor signaling pathway
DYM	8957.5	6170	11745	0.013917278486678057	1.028847367779817	DYM, HS2ST1, covid-19	2	GO:0007030, GO:0060348	Golgi organization, bone development
SPOP	8958.0	10481	7435	-0.037123258432369084	1.3681013334764056	SPOP, BRD2, covid-19	2	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
RPS8	8960.0	10521	7399	-0.037628004520591354	1.371114827880491	RPS8, TBK1, covid-19	2		
RSBN1L	8961.5	4535	13388	0.03833444192305525	0.8958958995263513	RSBN1L, ZDHHC17, GOLGA2, covid-19	3		
TPP2	8962.5	6536	11389	0.008606253780968423	1.0584490837702882	TPP2, PLOD2, covid-19	2		
GLDC	8962.5	12089	5836	-0.05591710282894826	1.507622933886175	GLDC, CUL2, covid-19	2	GO:0006546	glycine catabolic process
PDIK1L	8963.0	5568	12358	0.02280138869124694	0.9792730195098927	PDIK1L, SRC, AKAP8, covid-19	3		
DCTD	8963.5	13542	4385	-0.07577823359713112	1.6590413308961438	DCTD, SDCBP, HSBP1, covid-19	3		
NPTN	8963.5	10197	7730	-0.03350901600887339	1.3457429475910678	NPTN, MAD2L2, ADAM9, covid-19	3		
PROCR	8963.5	13000	4927	-0.06815875531366326	1.5996637444643294	PROCR, DB00055, GGCX, covid-19	3	GO:0050819	negative regulation of coagulation
ADH5	8963.5	11738	6189	-0.051576759894861185	1.4739943583266486	ADH5, CSNK2B, covid-19	2	GO:0051775	response to redox state
FER	8964.0	9871	8057	-0.029932859729167788	1.3200972492540775	FER, fostamatinib, RIPK1, covid-19	3	GO:0000226, GO:0000278, GO:0019221, GO:0008284, GO:0030335, GO:0042058, GO:0007260, GO:0018108, GO:0008283, GO:0010591, GO:0030838, GO:0046777, GO:0036006, GO:0051092, GO:0070102	microtubule cytoskeleton organization, mitotic cell cycle, cytokine-mediated signaling pathway, positive regulation of cell proliferation, positive regulation of cell migration, regulation of epidermal growth factor receptor signaling pathway, tyrosine phosphorylation of STAT protein, peptidyl-tyrosine phosphorylation, cell proliferation, regulation of lamellipodium assembly, positive regulation of actin filament polymerization, protein autophosphorylation, cellular response to macrophage colony-stimulating factor stimulus, positive regulation of NF-kappaB transcription factor activity, interleukin-6-mediated signaling pathway
MRPL39	8964.5	9815	8114	-0.029418207040604126	1.3164609830545033	MRPL39, LARP7, covid-19	2		
TNPO1	8965.5	4508	13423	0.03862109423569802	0.8931375437534332	TNPO1, G3BP1, covid-19	2		
HSP90B2P	8967.5	8757	9178	-0.017458276501975095	1.232013352959583	HSP90B2P, VCP, RHOA, covid-19	3		
TMEM176B	8968.5	12141	5796	-0.05657769660592686	1.5113493840037537	TMEM176B, GLP1R, COMT, covid-19	3		
VSIG10	8968.5	16041	1896	-0.1222006143930541	2.0593569446040365	VSIG10, ELAVL1, HDAC2, covid-19	3		
TEX44	8969.0	16262	1676	-0.12828499060896537	2.1248483104611764	TEX44, CPT1B, ACSL3, covid-19	3		
SEC14L2	8970.0	14839	3101	-0.09588131333833999	1.8233550093074338	SEC14L2, PRKACA, covid-19	2		
CHD9	8971.0	13809	4133	-0.0800220708935624	1.6893080124148079	CHD9, LARP7, covid-19	2		
RPGRIP1L	8971.5	11528	6415	-0.048947864997625185	1.4524383932340523	RPGRIP1L, GPX1, covid-19	2	GO:0045744	negative regulation of G-protein coupled receptor protein signaling pathway
MGST2	8971.5	8834	9109	-0.018298973232928322	1.2388988344958365	MGST2, Glutathione, GPX1, covid-19	3	GO:0006629, GO:0006750, GO:0019370, GO:0046466	lipid metabolic process, glutathione biosynthetic process, leukotriene biosynthetic process, membrane lipid catabolic process
RNVU1-17	8971.5	9412	8531	-0.02482096099711566	1.2854606776307858	RNVU1-17, TRIM25, POLA1, covid-19	3		
C19orf73	8972.5	8740	9205	-0.017258541691659975	1.230245114995985	C19orf73, TFCP2, HDAC2, covid-19	3		
C5orf15	8975.0	6125	11825	0.01452703225340661	1.0232055677863316	C5orf15, APP, EIF4E2, covid-19	3		
AUP1	8975.5	7413	10538	-0.0018704239492075662	1.1261823358187268	AUP1, OS9, covid-19	2	GO:0030970	retrograde protein transport, ER to cytosol
CLN5	8976.5	13589	4364	-0.07641825318096485	1.661392799255434	CLN5, ERLEC1, covid-19	2	GO:0006465, GO:0007042, GO:0070085, GO:0042147, GO:1904426	signal peptide processing, lysosomal lumen acidification, glycosylation, retrograde transport, endosome to Golgi, positive regulation of GTP binding
LCN12	8978.5	12956	5001	-0.0674684637998073	1.5923611061153897	LCN12, REST, HDAC2, covid-19	3		
ETF1	8979.0	10032	7926	-0.03183800647000648	1.331653315478788	ETF1, FGFR1OP, covid-19	2	GO:0006479	protein methylation
TNRC18	8979.0	10483	7475	-0.03715335674596072	1.3656276052960399	TNRC18, XRCC6, CSNK2A2, covid-19	3		
HCAR1	8980.0	9790	8170	-0.029174588233395117	1.3129593280739094	HCAR1, RHOU, ATP6AP1, covid-19	3		
IPO5	8980.0	10555	7405	-0.03787670475921964	1.370202600437633	IPO5, HDAC2, covid-19	2	GO:0006610	ribosomal protein import into nucleus
NKAPD1	8980.5	7635	10326	-0.004431106534308324	1.1433029243773607	NKAPD1, SDCBP, HSBP1, covid-19	3		
FAM3C	8981.5	5249	12714	0.02733762874604162	0.9517247793841583	FAM3C, RALA, covid-19	2		
RALGDS	8982.5	7567	10398	-0.003596891278849497	1.1371927644834223	RALGDS, ARRB2, AP3B1, covid-19	3		
NKRF	8982.5	2614	15351	0.07701037312735526	0.6900707780059304	NKRF, LARP7, covid-19	2	GO:0045892, GO:0045944	negative regulation of transcription, DNA-templated, positive regulation of transcription by RNA polymerase II
FOXD2	8983.0	2380	15586	0.08342780550206079	0.6594726452411747	FOXD2, FOXD4L6, FBN2, covid-19	3	GO:0045944	positive regulation of transcription by RNA polymerase II
POLB	8984.0	8415	9553	-0.013673110548496993	1.203673926746411	POLB, TLE1, covid-19	2	GO:0006974, GO:0006284	cellular response to DNA damage stimulus, base-excision repair
UGT2B15	8984.5	15178	2791	-0.10213887654689677	1.8735691386015965	UGT2B15, UGT2A3, HBA2, ATP6AP1, covid-19	4	GO:0052695	cellular glucuronidation
ITIH1	8984.5	1294	16675	0.12900555724305704	0.445657358298213	ITIH1, PIK3CA, GNB1, covid-19	3		
NEUROD4	8984.5	3172	14797	0.06277517784867777	0.7609723530977452	NEUROD4, GABRB1, PRKACA, covid-19	3		
POLR1C	8985.5	2563	15408	0.07823741577986275	0.6843417444301889	POLR1C, HYOU1, covid-19	2		
TUBB2A	8985.5	8755	9216	-0.017396116772968137	1.2294099381285326	TUBB2A, AAR2, covid-19	2		
CFHR1	8986.5	5447	12526	0.024670315113941556	0.9663059397633391	CFHR1, PRDX4, CUL2, covid-19	3	GO:0032091, GO:0045919	negative regulation of protein binding, positive regulation of cytolysis
SDHAP1	8986.5	8340	9633	-0.012834454083683708	1.1959666427688358	SDHAP1, TRIM25, POLA1, covid-19	3		
CKAP5	8988.0	7545	10431	-0.0032838643497717923	1.1351344582599807	CKAP5, MARK3, covid-19	2	GO:0007051, GO:0007098, GO:0030951	spindle organization, centrosome cycle, establishment or maintenance of microtubule cytoskeleton polarity
AAMDC	8988.5	2757	15220	0.07306444255970343	0.7081663811093851	AAMDC, APP, EIF4E2, covid-19	3		
APH1A	8988.5	13500	4477	-0.07524680132160899	1.647752531532738	APH1A, MOV10, covid-19	2	GO:0016485, GO:0006509, GO:0007220, GO:0043085, GO:0031293, GO:0034205, GO:0042987, GO:0042982	protein processing, membrane protein ectodomain proteolysis, Notch receptor processing, positive regulation of catalytic activity, membrane protein intracellular domain proteolysis, amyloid-beta formation, amyloid precursor protein catabolic process, amyloid precursor protein metabolic process
CYP2J2	8989.0	10420	7558	-0.03634911993616136	1.3592768965536721	CYP2J2, ZBTB25, REEP6, covid-19	3	GO:0019373, GO:0043651	epoxygenase P450 pathway, linoleic acid metabolic process
FIGNL1	8990.0	12054	5926	-0.05535586437958795	1.498378862429465	FIGNL1, RAD51, CSNK2B, covid-19	3	GO:0010569, GO:0071479	regulation of double-strand break repair via homologous recombination, cellular response to ionizing radiation
FUNDC2	8991.0	15431	2551	-0.10705715748907596	1.9199470931278197	FUNDC2, MOV10, covid-19	2		
SMN2	8991.5	3417	14566	0.05804500415587212	0.7841504993581175	SMN2, SNRPE, CUL2, covid-19	3	GO:0000387, GO:0000245, GO:0006353	spliceosomal snRNP assembly, spliceosomal complex assembly, DNA-templated transcription, termination
ADGRB1	8991.5	9312	8671	-0.02367936088332956	1.2736439125130117	ADGRB1, MAGI1, MOV10, covid-19	3	GO:0010596, GO:1903428, GO:0016525, GO:0043277, GO:0043652	negative regulation of endothelial cell migration, positive regulation of reactive oxygen species biosynthetic process, negative regulation of angiogenesis, apoptotic cell clearance, engulfment of apoptotic cell
IL11RA	8991.5	12619	5364	-0.06308012621459541	1.554657682883702	IL11RA, IL6ST, TLE1, covid-19	3	GO:0032502, GO:0060322	developmental process, head development
ZNF671	8992.0	7994	9990	-0.008638374096309243	1.168992370158163	ZNF671, SIAH1, AAR2, covid-19	3		
CEP97	8993.0	6282	11704	0.012500233146814579	1.03260995862834	CEP97, CEP135, covid-19	2	GO:1901673, GO:1902018	regulation of mitotic spindle assembly, negative regulation of cilium assembly
PATE1	8994.0	8100	9888	-0.009879438053212578	1.1766106787891424	PATE1, REL, TBK1, covid-19	3		
UBE2E3	8994.0	6190	11798	0.013647307405770123	1.02483028581522	UBE2E3, CSNK2A2, covid-19	2	GO:0070936, GO:0070534, GO:0070979	protein K48-linked ubiquitination, protein K63-linked ubiquitination, protein K11-linked ubiquitination
RBM33	8994.0	2769	15219	0.07280953216476516	0.7083210312163736	RBM33, CSNK2A2, covid-19	2		
OR4L1	8995.5	10878	7113	-0.041555129966865195	1.3934959211089262	OR4L1, ESR2, HDAC2, covid-19	3		
UNC119	8995.5	10604	7387	-0.0385040552052961	1.3720992003866157	UNC119, RPA2, TLE1, covid-19	3	GO:0000281, GO:0042953, GO:0061098	mitotic cytokinesis, lipoprotein transport, positive regulation of protein tyrosine kinase activity
INTS10	8996.0	14524	3468	-0.09063171304815887	1.7669591902964026	INTS10, INTS4, covid-19	2	GO:0016180	snRNA processing
AXDND1	8996.5	14675	3318	-0.09325910745811564	1.7869025165448793	AXDND1, SRP68, LARP7, covid-19	3		
SMIM17	8996.5	9294	8699	-0.02348937883811393	1.2710974009865148	SMIM17, DCUN1D1, CUL2, covid-19	3		
CRMP1	8997.0	12340	5654	-0.059189909032224694	1.5253672944449708	CRMP1, CDK5RAP2, covid-19	2	GO:0010977, GO:1904530	negative regulation of neuron projection development, negative regulation of actin filament binding
PGLS	8997.0	8647	9347	-0.016077882028050612	1.2198785632051863	PGLS, AAR2, covid-19	2	GO:0006098	pentose-phosphate shunt
NOSIP	8997.5	7704	10291	-0.005249825366824404	1.1459014842153512	NOSIP, SLC25A21, covid-19	2	GO:0043086, GO:0051001	negative regulation of catalytic activity, negative regulation of nitric-oxide synthase activity
AGAP1	8998.0	13296	4700	-0.07196703451311129	1.624697167230016	AGAP1, ARF6, covid-19	2		
DGAT2	8999.5	15364	2635	-0.10579730866306065	1.9049159407363705	DGAT2, VCP, RHOA, covid-19	3	GO:0046339, GO:0019432, GO:0035336	diacylglycerol metabolic process, triglyceride biosynthetic process, long-chain fatty-acyl-CoA metabolic process
CLNS1A	9000.5	4090	13911	0.0460104224318712	0.8517198457566403	CLNS1A, CSNK2A2, covid-19	2	GO:0000387	spliceosomal snRNP assembly
USF1	9000.5	3384	14617	0.05862805413972655	0.7794273975236115	USF1, PLEKHF2, covid-19	2	GO:0006366, GO:0000432, GO:0001666, GO:0045944, GO:0032869, GO:0019086	transcription by RNA polymerase II, positive regulation of transcription from RNA polymerase II promoter by glucose, response to hypoxia, positive regulation of transcription by RNA polymerase II, cellular response to insulin stimulus, late viral transcription
ATF7IP	9001.0	1244	16758	0.13143582929342468	0.41862398931188033	ATF7IP, CEP250, covid-19	2	GO:0045892, GO:0006306, GO:0045893, GO:0045898	negative regulation of transcription, DNA-templated, DNA methylation, positive regulation of transcription, DNA-templated, regulation of RNA polymerase II transcriptional preinitiation complex assembly
PSG11	9001.0	5947	12055	0.017199011699112053	1.0030796722816766	PSG11, NLGN3, AP2A2, covid-19	3		
FERD3L	9001.0	12345	5657	-0.0592672232537864	1.524991402823033	FERD3L, TCF12, covid-19	2		
CAMK4	9001.5	5164	12839	0.028722587562733423	0.9422009519378879	CAMK4, EP300, NUP98, covid-19	3	GO:0045893, GO:0007616, GO:0043011	positive regulation of transcription, DNA-templated, long-term memory, myeloid dendritic cell differentiation
UCHL3	9001.5	7685	10318	-0.004991949318397304	1.1435441695722712	UCHL3, IMPDH2, covid-19	2	GO:0030163	protein catabolic process
RNR1	9002.0	13201	4803	-0.0707484763689513	1.6130858932680403	RNR1, PTCD3, PABPC1, covid-19	3		
FAT3	9003.0	6352	11654	0.011416187617452174	1.0367750492260903	FAT3, AKT2, POFUT1, covid-19	3		
IRF2BP1	9003.5	1119	16888	0.1397481313679065	0.3747769913773439	IRF2BP1, GDNF, CSNK2A2, covid-19	3		
PHF11	9003.5	17289	718	-0.1864551694135975	2.6230358594001877	PHF11, CSNK2B, covid-19	2		
RRAD	9003.5	12015	5992	-0.05498728300192881	1.4927187118686875	RRAD, CSNK2A2, covid-19	2		
PNLIP	9004.0	13348	4660	-0.07292209847923012	1.6291736272469708	PNLIP, GRB2, AP2A2, covid-19	3	GO:0006629, GO:0061365	lipid metabolic process, positive regulation of triglyceride lipase activity
TPST2	9004.5	14333	3676	-0.087621481824075	1.74340775682082	TPST2, CHRND, FAM8A1, covid-19	3		
C7orf25	9004.5	8210	9799	-0.010997092610965035	1.1834429928878398	C7orf25, BRD4, covid-19	2		
XK	9004.5	8595	9414	-0.015492846489198589	1.214336340432828	XK, CSNK2A2, covid-19	2		
FAM120C	9005.0	7788	10222	-0.00609001182417241	1.1507687338968426	FAM120C, SUMO1, PPIL3, covid-19	3		
