Perturbed_gene	Pathway_ID	Pathway_name
IFNL1	GO:0051247	positive regulation of protein metabolic process
IFI16	GO:0051247	positive regulation of protein metabolic process
IFNA8	GO:0051247	positive regulation of protein metabolic process
IFNA2	GO:0051247	positive regulation of protein metabolic process
IFNA16	GO:0051247	positive regulation of protein metabolic process
IFNW1	GO:0051247	positive regulation of protein metabolic process
IFNB1	GO:0051247	positive regulation of protein metabolic process
MEFV	GO:0051247	positive regulation of protein metabolic process
IL12A	GO:0051247	positive regulation of protein metabolic process
JAK2	GO:0051247	positive regulation of protein metabolic process
CASP1	GO:0051247	positive regulation of protein metabolic process
CSF3	GO:0051247	positive regulation of protein metabolic process
TNFSF10	GO:0051247	positive regulation of protein metabolic process
IL11	GO:0051247	positive regulation of protein metabolic process
KIT	GO:0051247	positive regulation of protein metabolic process
TLR3	GO:0051247	positive regulation of protein metabolic process
CSF2	GO:0051247	positive regulation of protein metabolic process
CLEC7A	GO:0051247	positive regulation of protein metabolic process
CSF1	GO:0051247	positive regulation of protein metabolic process
TSLP	GO:0051247	positive regulation of protein metabolic process
ZC3H12A	GO:0051247	positive regulation of protein metabolic process
TNFSF18	GO:0051247	positive regulation of protein metabolic process
IL6	GO:0051247	positive regulation of protein metabolic process
TNF	GO:0051247	positive regulation of protein metabolic process
IRGM	GO:0051247	positive regulation of protein metabolic process
TNFAIP3	GO:0051247	positive regulation of protein metabolic process
IRF1	GO:0051239	regulation of multicellular organismal process
NLRC5	GO:0051239	regulation of multicellular organismal process
HERC5	GO:0051239	regulation of multicellular organismal process
NLRP4	GO:0051239	regulation of multicellular organismal process
SOCS1	GO:0051239	regulation of multicellular organismal process
IFNL1	GO:0051239	regulation of multicellular organismal process
OAS2	GO:0051239	regulation of multicellular organismal process
IFI16	GO:0051239	regulation of multicellular organismal process
ZBP1	GO:0051239	regulation of multicellular organismal process
IFNA2	GO:0051239	regulation of multicellular organismal process
IFNB1	GO:0051239	regulation of multicellular organismal process
RSAD2	GO:0051239	regulation of multicellular organismal process
DDX60	GO:0051239	regulation of multicellular organismal process
IFITM1	GO:0051239	regulation of multicellular organismal process
MEFV	GO:0051239	regulation of multicellular organismal process
BST2	GO:0051239	regulation of multicellular organismal process
IL12A	GO:0051239	regulation of multicellular organismal process
CD274	GO:0051239	regulation of multicellular organismal process
JAK2	GO:0051239	regulation of multicellular organismal process
PDCD1LG2	GO:0051239	regulation of multicellular organismal process
DHX58	GO:0051239	regulation of multicellular organismal process
GBP1	GO:0051239	regulation of multicellular organismal process
CASP1	GO:0051239	regulation of multicellular organismal process
CSF3	GO:0051239	regulation of multicellular organismal process
KIT	GO:0051239	regulation of multicellular organismal process
TLR3	GO:0051239	regulation of multicellular organismal process
CSF2	GO:0051239	regulation of multicellular organismal process
CLEC7A	GO:0051239	regulation of multicellular organismal process
IL7R	GO:0051239	regulation of multicellular organismal process
CSF1	GO:0051239	regulation of multicellular organismal process
TSLP	GO:0051239	regulation of multicellular organismal process
ZC3H12A	GO:0051239	regulation of multicellular organismal process
CARD16	GO:0051239	regulation of multicellular organismal process
SSC5D	GO:0051239	regulation of multicellular organismal process
CRLF2	GO:0051239	regulation of multicellular organismal process
IL6	GO:0051239	regulation of multicellular organismal process
IL18R1	GO:0051239	regulation of multicellular organismal process
TNF	GO:0051239	regulation of multicellular organismal process
LTA	GO:0051239	regulation of multicellular organismal process
TNFAIP3	GO:0051239	regulation of multicellular organismal process
CEACAM20	GO:0051239	regulation of multicellular organismal process
IRF1	GO:0050863	regulation of T cell activation
MAP3K8	GO:0050863	regulation of T cell activation
SOCS1	GO:0050863	regulation of T cell activation
IFNL1	GO:0050863	regulation of T cell activation
IFNA2	GO:0050863	regulation of T cell activation
IFNB1	GO:0050863	regulation of T cell activation
IL12A	GO:0050863	regulation of T cell activation
CD274	GO:0050863	regulation of T cell activation
PDCD1LG2	GO:0050863	regulation of T cell activation
IL7R	GO:0050863	regulation of T cell activation
ZC3H12A	GO:0050863	regulation of T cell activation
TNFSF13B	GO:0050863	regulation of T cell activation
TNFSF18	GO:0050863	regulation of T cell activation
IL6	GO:0050863	regulation of T cell activation
TNFSF14	GO:0050863	regulation of T cell activation
IFNA7	GO:0032270	positive regulation of cellular protein metabolic process
MAP3K8	GO:0032270	positive regulation of cellular protein metabolic process
SOCS1	GO:0032270	positive regulation of cellular protein metabolic process
IFNL1	GO:0032270	positive regulation of cellular protein metabolic process
IFI16	GO:0032270	positive regulation of cellular protein metabolic process
IFNA8	GO:0032270	positive regulation of cellular protein metabolic process
IFNA2	GO:0032270	positive regulation of cellular protein metabolic process
IFNA16	GO:0032270	positive regulation of cellular protein metabolic process
IFNW1	GO:0032270	positive regulation of cellular protein metabolic process
IFNB1	GO:0032270	positive regulation of cellular protein metabolic process
MEFV	GO:0032270	positive regulation of cellular protein metabolic process
IL12A	GO:0032270	positive regulation of cellular protein metabolic process
JAK2	GO:0032270	positive regulation of cellular protein metabolic process
CASP1	GO:0032270	positive regulation of cellular protein metabolic process
CSF3	GO:0032270	positive regulation of cellular protein metabolic process
TNFSF10	GO:0032270	positive regulation of cellular protein metabolic process
IL11	GO:0032270	positive regulation of cellular protein metabolic process
KIT	GO:0032270	positive regulation of cellular protein metabolic process
TLR3	GO:0032270	positive regulation of cellular protein metabolic process
CSF2	GO:0032270	positive regulation of cellular protein metabolic process
CLEC7A	GO:0032270	positive regulation of cellular protein metabolic process
CSF1	GO:0032270	positive regulation of cellular protein metabolic process
TSLP	GO:0032270	positive regulation of cellular protein metabolic process
ZC3H12A	GO:0032270	positive regulation of cellular protein metabolic process
TNFSF18	GO:0032270	positive regulation of cellular protein metabolic process
IL6	GO:0032270	positive regulation of cellular protein metabolic process
TNF	GO:0032270	positive regulation of cellular protein metabolic process
IRGM	GO:0032270	positive regulation of cellular protein metabolic process
TNFAIP3	GO:0032270	positive regulation of cellular protein metabolic process
IFNA7	GO:0008283	cell population proliferation
IRF1	GO:0008283	cell population proliferation
IFNL1	GO:0008283	cell population proliferation
IFIT3	GO:0008283	cell population proliferation
IFNA8	GO:0008283	cell population proliferation
IFNA2	GO:0008283	cell population proliferation
IFNA16	GO:0008283	cell population proliferation
IFNW1	GO:0008283	cell population proliferation
IFNB1	GO:0008283	cell population proliferation
IFITM1	GO:0008283	cell population proliferation
BST2	GO:0008283	cell population proliferation
IL12A	GO:0008283	cell population proliferation
CD274	GO:0008283	cell population proliferation
JAK2	GO:0008283	cell population proliferation
PDCD1LG2	GO:0008283	cell population proliferation
CSF3	GO:0008283	cell population proliferation
IL11	GO:0008283	cell population proliferation
KIT	GO:0008283	cell population proliferation
CSF2	GO:0008283	cell population proliferation
CLEC7A	GO:0008283	cell population proliferation
IL7R	GO:0008283	cell population proliferation
CSF1	GO:0008283	cell population proliferation
TSLP	GO:0008283	cell population proliferation
CXCL9	GO:0008283	cell population proliferation
TNFSF13B	GO:0008283	cell population proliferation
CRLF2	GO:0008283	cell population proliferation
TNFSF18	GO:0008283	cell population proliferation
IL6	GO:0008283	cell population proliferation
TNF	GO:0008283	cell population proliferation
LTA	GO:0008283	cell population proliferation
TNFSF14	GO:0008283	cell population proliferation
TNFAIP3	GO:0008283	cell population proliferation
ISG20	GO:0044403	symbiotic process
OAS2	GO:0044403	symbiotic process
IFI16	GO:0044403	symbiotic process
IFIT5	GO:0044403	symbiotic process
IFIT1	GO:0044403	symbiotic process
TRIM22	GO:0044403	symbiotic process
IFNA2	GO:0044403	symbiotic process
IFNB1	GO:0044403	symbiotic process
RSAD2	GO:0044403	symbiotic process
MX1	GO:0044403	symbiotic process
IFITM3	GO:0044403	symbiotic process
IFITM1	GO:0044403	symbiotic process
IFNL3	GO:0044403	symbiotic process
IFI27	GO:0044403	symbiotic process
IFITM2	GO:0044403	symbiotic process
BST2	GO:0044403	symbiotic process
DHX58	GO:0044403	symbiotic process
OASL	GO:0044403	symbiotic process
APOBEC3G	GO:0044403	symbiotic process
ZC3H12A	GO:0044403	symbiotic process
TNF	GO:0044403	symbiotic process
IRGM	GO:0044403	symbiotic process
IL12A	GO:0071219	cellular response to molecule of bacterial origin
CD274	GO:0071219	cellular response to molecule of bacterial origin
PDCD1LG2	GO:0071219	cellular response to molecule of bacterial origin
CASP1	GO:0071219	cellular response to molecule of bacterial origin
CSF3	GO:0071219	cellular response to molecule of bacterial origin
CSF2	GO:0071219	cellular response to molecule of bacterial origin
CXCL9	GO:0071219	cellular response to molecule of bacterial origin
ZC3H12A	GO:0071219	cellular response to molecule of bacterial origin
CARD16	GO:0071219	cellular response to molecule of bacterial origin
IL6	GO:0071219	cellular response to molecule of bacterial origin
TNF	GO:0071219	cellular response to molecule of bacterial origin
IRGM	GO:0071219	cellular response to molecule of bacterial origin
TNFAIP3	GO:0071219	cellular response to molecule of bacterial origin
IRF1	GO:0030155	regulation of cell adhesion
MAP3K8	GO:0030155	regulation of cell adhesion
SOCS1	GO:0030155	regulation of cell adhesion
IFNL1	GO:0030155	regulation of cell adhesion
IFNA2	GO:0030155	regulation of cell adhesion
IFNB1	GO:0030155	regulation of cell adhesion
IL12A	GO:0030155	regulation of cell adhesion
CD274	GO:0030155	regulation of cell adhesion
JAK2	GO:0030155	regulation of cell adhesion
PDCD1LG2	GO:0030155	regulation of cell adhesion
GBP1	GO:0030155	regulation of cell adhesion
IL7R	GO:0030155	regulation of cell adhesion
CSF1	GO:0030155	regulation of cell adhesion
SELE	GO:0030155	regulation of cell adhesion
ZC3H12A	GO:0030155	regulation of cell adhesion
TNFSF13B	GO:0030155	regulation of cell adhesion
TNFSF18	GO:0030155	regulation of cell adhesion
IL6	GO:0030155	regulation of cell adhesion
TNF	GO:0030155	regulation of cell adhesion
TNFSF14	GO:0030155	regulation of cell adhesion
IFNL1	GO:0032649	regulation of interferon-gamma production
IL12A	GO:0032649	regulation of interferon-gamma production
CD274	GO:0032649	regulation of interferon-gamma production
PDCD1LG2	GO:0032649	regulation of interferon-gamma production
TLR3	GO:0032649	regulation of interferon-gamma production
CLEC7A	GO:0032649	regulation of interferon-gamma production
ZC3H12A	GO:0032649	regulation of interferon-gamma production
IL18R1	GO:0032649	regulation of interferon-gamma production
TNF	GO:0032649	regulation of interferon-gamma production
LTA	GO:0032649	regulation of interferon-gamma production
IRF1	GO:0002683	negative regulation of immune system process
NLRC5	GO:0002683	negative regulation of immune system process
SOCS1	GO:0002683	negative regulation of immune system process
IFNL1	GO:0002683	negative regulation of immune system process
IFI16	GO:0002683	negative regulation of immune system process
IFNA2	GO:0002683	negative regulation of immune system process
IFNB1	GO:0002683	negative regulation of immune system process
BST2	GO:0002683	negative regulation of immune system process
CD274	GO:0002683	negative regulation of immune system process
PDCD1LG2	GO:0002683	negative regulation of immune system process
DHX58	GO:0002683	negative regulation of immune system process
GBP1	GO:0002683	negative regulation of immune system process
TLR3	GO:0002683	negative regulation of immune system process
IL7R	GO:0002683	negative regulation of immune system process
ZC3H12A	GO:0002683	negative regulation of immune system process
TNF	GO:0002683	negative regulation of immune system process
TNFAIP3	GO:0002683	negative regulation of immune system process
USP18	GO:0010646	regulation of cell communication
IFNA7	GO:0010646	regulation of cell communication
IRF1	GO:0010646	regulation of cell communication
NLRC5	GO:0010646	regulation of cell communication
MAP3K8	GO:0010646	regulation of cell communication
SOCS1	GO:0010646	regulation of cell communication
IFNL1	GO:0010646	regulation of cell communication
ZBP1	GO:0010646	regulation of cell communication
IFIT5	GO:0010646	regulation of cell communication
TRIM22	GO:0010646	regulation of cell communication
IFNA8	GO:0010646	regulation of cell communication
IFNA2	GO:0010646	regulation of cell communication
IFNA16	GO:0010646	regulation of cell communication
IFNW1	GO:0010646	regulation of cell communication
IFNB1	GO:0010646	regulation of cell communication
RSAD2	GO:0010646	regulation of cell communication
DDX60	GO:0010646	regulation of cell communication
BST2	GO:0010646	regulation of cell communication
IL12A	GO:0010646	regulation of cell communication
JAK2	GO:0010646	regulation of cell communication
DHX58	GO:0010646	regulation of cell communication
GBP1	GO:0010646	regulation of cell communication
CASP1	GO:0010646	regulation of cell communication
CSF3	GO:0010646	regulation of cell communication
TNFSF10	GO:0010646	regulation of cell communication
IL11	GO:0010646	regulation of cell communication
KIT	GO:0010646	regulation of cell communication
TLR3	GO:0010646	regulation of cell communication
CSF2	GO:0010646	regulation of cell communication
IL7R	GO:0010646	regulation of cell communication
CSF1	GO:0010646	regulation of cell communication
TSLP	GO:0010646	regulation of cell communication
ZC3H12A	GO:0010646	regulation of cell communication
CARD16	GO:0010646	regulation of cell communication
CRLF2	GO:0010646	regulation of cell communication
TNFSF18	GO:0010646	regulation of cell communication
IL6	GO:0010646	regulation of cell communication
IL18R1	GO:0010646	regulation of cell communication
TNF	GO:0010646	regulation of cell communication
IRGM	GO:0010646	regulation of cell communication
TNFSF14	GO:0010646	regulation of cell communication
TNFAIP3	GO:0010646	regulation of cell communication
IFNA2	GO:0002367	cytokine production involved in immune response
IFNB1	GO:0002367	cytokine production involved in immune response
RSAD2	GO:0002367	cytokine production involved in immune response
BST2	GO:0002367	cytokine production involved in immune response
IL12A	GO:0002367	cytokine production involved in immune response
KIT	GO:0002367	cytokine production involved in immune response
TLR3	GO:0002367	cytokine production involved in immune response
IL6	GO:0002367	cytokine production involved in immune response
IL18R1	GO:0002367	cytokine production involved in immune response
TNF	GO:0002367	cytokine production involved in immune response
IFNA7	GO:0001934	positive regulation of protein phosphorylation
MAP3K8	GO:0001934	positive regulation of protein phosphorylation
SOCS1	GO:0001934	positive regulation of protein phosphorylation
IFNL1	GO:0001934	positive regulation of protein phosphorylation
IFNA8	GO:0001934	positive regulation of protein phosphorylation
IFNA2	GO:0001934	positive regulation of protein phosphorylation
IFNA16	GO:0001934	positive regulation of protein phosphorylation
IFNW1	GO:0001934	positive regulation of protein phosphorylation
IFNB1	GO:0001934	positive regulation of protein phosphorylation
IL12A	GO:0001934	positive regulation of protein phosphorylation
JAK2	GO:0001934	positive regulation of protein phosphorylation
CSF3	GO:0001934	positive regulation of protein phosphorylation
IL11	GO:0001934	positive regulation of protein phosphorylation
KIT	GO:0001934	positive regulation of protein phosphorylation
TLR3	GO:0001934	positive regulation of protein phosphorylation
CSF2	GO:0001934	positive regulation of protein phosphorylation
CSF1	GO:0001934	positive regulation of protein phosphorylation
TSLP	GO:0001934	positive regulation of protein phosphorylation
ZC3H12A	GO:0001934	positive regulation of protein phosphorylation
TNFSF18	GO:0001934	positive regulation of protein phosphorylation
IL6	GO:0001934	positive regulation of protein phosphorylation
TNF	GO:0001934	positive regulation of protein phosphorylation
IRGM	GO:0001934	positive regulation of protein phosphorylation
IFNA7	GO:0033135	regulation of peptidyl-serine phosphorylation
IFNA8	GO:0033135	regulation of peptidyl-serine phosphorylation
IFNA2	GO:0033135	regulation of peptidyl-serine phosphorylation
IFNA16	GO:0033135	regulation of peptidyl-serine phosphorylation
IFNW1	GO:0033135	regulation of peptidyl-serine phosphorylation
IFNB1	GO:0033135	regulation of peptidyl-serine phosphorylation
CSF3	GO:0033135	regulation of peptidyl-serine phosphorylation
IL11	GO:0033135	regulation of peptidyl-serine phosphorylation
IL6	GO:0033135	regulation of peptidyl-serine phosphorylation
TNF	GO:0033135	regulation of peptidyl-serine phosphorylation
IRGM	GO:0033135	regulation of peptidyl-serine phosphorylation
ISG20	GO:0016032	viral process
OAS2	GO:0016032	viral process
IFI16	GO:0016032	viral process
IFIT5	GO:0016032	viral process
IFIT1	GO:0016032	viral process
TRIM22	GO:0016032	viral process
IFNA2	GO:0016032	viral process
IFNB1	GO:0016032	viral process
RSAD2	GO:0016032	viral process
MX1	GO:0016032	viral process
IFITM3	GO:0016032	viral process
IFITM1	GO:0016032	viral process
IFNL3	GO:0016032	viral process
IFI27	GO:0016032	viral process
IFITM2	GO:0016032	viral process
BST2	GO:0016032	viral process
DHX58	GO:0016032	viral process
OASL	GO:0016032	viral process
APOBEC3G	GO:0016032	viral process
ZC3H12A	GO:0016032	viral process
TNF	GO:0016032	viral process
IFNA7	GO:0043330	response to exogenous dsRNA
IFIT1	GO:0043330	response to exogenous dsRNA
IFNA8	GO:0043330	response to exogenous dsRNA
IFNA2	GO:0043330	response to exogenous dsRNA
IFNA16	GO:0043330	response to exogenous dsRNA
IFNW1	GO:0043330	response to exogenous dsRNA
IFNB1	GO:0043330	response to exogenous dsRNA
TLR3	GO:0043330	response to exogenous dsRNA
USP18	GO:0023051	regulation of signaling
IFNA7	GO:0023051	regulation of signaling
IRF1	GO:0023051	regulation of signaling
NLRC5	GO:0023051	regulation of signaling
MAP3K8	GO:0023051	regulation of signaling
SOCS1	GO:0023051	regulation of signaling
IFNL1	GO:0023051	regulation of signaling
ZBP1	GO:0023051	regulation of signaling
IFIT5	GO:0023051	regulation of signaling
TRIM22	GO:0023051	regulation of signaling
IFNA8	GO:0023051	regulation of signaling
IFNA2	GO:0023051	regulation of signaling
IFNA16	GO:0023051	regulation of signaling
IFNW1	GO:0023051	regulation of signaling
IFNB1	GO:0023051	regulation of signaling
RSAD2	GO:0023051	regulation of signaling
DDX60	GO:0023051	regulation of signaling
BST2	GO:0023051	regulation of signaling
IL12A	GO:0023051	regulation of signaling
JAK2	GO:0023051	regulation of signaling
DHX58	GO:0023051	regulation of signaling
GBP1	GO:0023051	regulation of signaling
CASP1	GO:0023051	regulation of signaling
CSF3	GO:0023051	regulation of signaling
TNFSF10	GO:0023051	regulation of signaling
IL11	GO:0023051	regulation of signaling
KIT	GO:0023051	regulation of signaling
TLR3	GO:0023051	regulation of signaling
CSF2	GO:0023051	regulation of signaling
IL7R	GO:0023051	regulation of signaling
CSF1	GO:0023051	regulation of signaling
TSLP	GO:0023051	regulation of signaling
ZC3H12A	GO:0023051	regulation of signaling
CARD16	GO:0023051	regulation of signaling
CRLF2	GO:0023051	regulation of signaling
TNFSF18	GO:0023051	regulation of signaling
IL6	GO:0023051	regulation of signaling
IL18R1	GO:0023051	regulation of signaling
TNF	GO:0023051	regulation of signaling
IRGM	GO:0023051	regulation of signaling
TNFSF14	GO:0023051	regulation of signaling
TNFAIP3	GO:0023051	regulation of signaling
IFNL1	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
IFNA2	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
IL12A	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
JAK2	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
CSF3	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
IL11	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
KIT	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
CSF2	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
TSLP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
TNFSF18	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
IL6	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
TNF	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
IFNA7	GO:0048522	positive regulation of cellular process
IRF1	GO:0048522	positive regulation of cellular process
NLRC5	GO:0048522	positive regulation of cellular process
MAP3K8	GO:0048522	positive regulation of cellular process
SOCS1	GO:0048522	positive regulation of cellular process
IFNL1	GO:0048522	positive regulation of cellular process
IFI16	GO:0048522	positive regulation of cellular process
ZBP1	GO:0048522	positive regulation of cellular process
IFIT5	GO:0048522	positive regulation of cellular process
IFIT2	GO:0048522	positive regulation of cellular process
TRIM22	GO:0048522	positive regulation of cellular process
IFNA8	GO:0048522	positive regulation of cellular process
IFNA2	GO:0048522	positive regulation of cellular process
IFNA16	GO:0048522	positive regulation of cellular process
IFNW1	GO:0048522	positive regulation of cellular process
IFNB1	GO:0048522	positive regulation of cellular process
RSAD2	GO:0048522	positive regulation of cellular process
DDX60	GO:0048522	positive regulation of cellular process
IFITM1	GO:0048522	positive regulation of cellular process
MEFV	GO:0048522	positive regulation of cellular process
BST2	GO:0048522	positive regulation of cellular process
IL12A	GO:0048522	positive regulation of cellular process
CD274	GO:0048522	positive regulation of cellular process
JAK2	GO:0048522	positive regulation of cellular process
PDCD1LG2	GO:0048522	positive regulation of cellular process
DHX58	GO:0048522	positive regulation of cellular process
CASP1	GO:0048522	positive regulation of cellular process
CSF3	GO:0048522	positive regulation of cellular process
TNFSF10	GO:0048522	positive regulation of cellular process
IL11	GO:0048522	positive regulation of cellular process
KIT	GO:0048522	positive regulation of cellular process
TLR3	GO:0048522	positive regulation of cellular process
CSF2	GO:0048522	positive regulation of cellular process
CLEC7A	GO:0048522	positive regulation of cellular process
IL7R	GO:0048522	positive regulation of cellular process
CSF1	GO:0048522	positive regulation of cellular process
SELE	GO:0048522	positive regulation of cellular process
TSLP	GO:0048522	positive regulation of cellular process
ANKRD53	GO:0048522	positive regulation of cellular process
CXCL9	GO:0048522	positive regulation of cellular process
ZC3H12A	GO:0048522	positive regulation of cellular process
CARD16	GO:0048522	positive regulation of cellular process
TNFSF13B	GO:0048522	positive regulation of cellular process
CRLF2	GO:0048522	positive regulation of cellular process
TNFSF18	GO:0048522	positive regulation of cellular process
IL6	GO:0048522	positive regulation of cellular process
IL18R1	GO:0048522	positive regulation of cellular process
TNF	GO:0048522	positive regulation of cellular process
LTA	GO:0048522	positive regulation of cellular process
IRGM	GO:0048522	positive regulation of cellular process
TNFSF14	GO:0048522	positive regulation of cellular process
TNFAIP3	GO:0048522	positive regulation of cellular process
IRF1	GO:0051249	regulation of lymphocyte activation
MAP3K8	GO:0051249	regulation of lymphocyte activation
SOCS1	GO:0051249	regulation of lymphocyte activation
IFNL1	GO:0051249	regulation of lymphocyte activation
IFNA2	GO:0051249	regulation of lymphocyte activation
IFNB1	GO:0051249	regulation of lymphocyte activation
IL12A	GO:0051249	regulation of lymphocyte activation
CD274	GO:0051249	regulation of lymphocyte activation
PDCD1LG2	GO:0051249	regulation of lymphocyte activation
CLEC7A	GO:0051249	regulation of lymphocyte activation
IL7R	GO:0051249	regulation of lymphocyte activation
ZC3H12A	GO:0051249	regulation of lymphocyte activation
TNFSF13B	GO:0051249	regulation of lymphocyte activation
TNFSF18	GO:0051249	regulation of lymphocyte activation
IL6	GO:0051249	regulation of lymphocyte activation
TNFSF14	GO:0051249	regulation of lymphocyte activation
TNFAIP3	GO:0051249	regulation of lymphocyte activation
IFNL1	GO:0032609	interferon-gamma production
IL12A	GO:0032609	interferon-gamma production
CD274	GO:0032609	interferon-gamma production
PDCD1LG2	GO:0032609	interferon-gamma production
TLR3	GO:0032609	interferon-gamma production
CLEC7A	GO:0032609	interferon-gamma production
ZC3H12A	GO:0032609	interferon-gamma production
IL18R1	GO:0032609	interferon-gamma production
TNF	GO:0032609	interferon-gamma production
LTA	GO:0032609	interferon-gamma production
IRF1	GO:0048519	negative regulation of biological process
NLRC5	GO:0048519	negative regulation of biological process
HERC5	GO:0048519	negative regulation of biological process
ISG20	GO:0048519	negative regulation of biological process
SOCS1	GO:0048519	negative regulation of biological process
IFNL1	GO:0048519	negative regulation of biological process
OAS2	GO:0048519	negative regulation of biological process
IFI16	GO:0048519	negative regulation of biological process
IFIT5	GO:0048519	negative regulation of biological process
IFIT1	GO:0048519	negative regulation of biological process
IFIT3	GO:0048519	negative regulation of biological process
TRIM22	GO:0048519	negative regulation of biological process
IFNA2	GO:0048519	negative regulation of biological process
IFNW1	GO:0048519	negative regulation of biological process
IFNB1	GO:0048519	negative regulation of biological process
RSAD2	GO:0048519	negative regulation of biological process
MX1	GO:0048519	negative regulation of biological process
IFITM3	GO:0048519	negative regulation of biological process
IFITM1	GO:0048519	negative regulation of biological process
IFNL3	GO:0048519	negative regulation of biological process
IFI27	GO:0048519	negative regulation of biological process
IFITM2	GO:0048519	negative regulation of biological process
MEFV	GO:0048519	negative regulation of biological process
BST2	GO:0048519	negative regulation of biological process
IL12A	GO:0048519	negative regulation of biological process
CD274	GO:0048519	negative regulation of biological process
JAK2	GO:0048519	negative regulation of biological process
PDCD1LG2	GO:0048519	negative regulation of biological process
DHX58	GO:0048519	negative regulation of biological process
OASL	GO:0048519	negative regulation of biological process
GBP1	GO:0048519	negative regulation of biological process
APOBEC3G	GO:0048519	negative regulation of biological process
CSF3	GO:0048519	negative regulation of biological process
TNFSF10	GO:0048519	negative regulation of biological process
IL11	GO:0048519	negative regulation of biological process
KIT	GO:0048519	negative regulation of biological process
TLR3	GO:0048519	negative regulation of biological process
CSF2	GO:0048519	negative regulation of biological process
IL7R	GO:0048519	negative regulation of biological process
CSF1	GO:0048519	negative regulation of biological process
TSLP	GO:0048519	negative regulation of biological process
CXCL9	GO:0048519	negative regulation of biological process
ZC3H12A	GO:0048519	negative regulation of biological process
CARD16	GO:0048519	negative regulation of biological process
SSC5D	GO:0048519	negative regulation of biological process
TNFSF18	GO:0048519	negative regulation of biological process
IL6	GO:0048519	negative regulation of biological process
IL18R1	GO:0048519	negative regulation of biological process
TNF	GO:0048519	negative regulation of biological process
LTA	GO:0048519	negative regulation of biological process
TNFSF14	GO:0048519	negative regulation of biological process
TNFAIP3	GO:0048519	negative regulation of biological process
NLRC5	GO:0050777	negative regulation of immune response
IFNL1	GO:0050777	negative regulation of immune response
IFI16	GO:0050777	negative regulation of immune response
IFNA2	GO:0050777	negative regulation of immune response
IFNB1	GO:0050777	negative regulation of immune response
BST2	GO:0050777	negative regulation of immune response
DHX58	GO:0050777	negative regulation of immune response
IL7R	GO:0050777	negative regulation of immune response
ZC3H12A	GO:0050777	negative regulation of immune response
TNF	GO:0050777	negative regulation of immune response
TNFAIP3	GO:0050777	negative regulation of immune response
SOCS1	GO:0050730	regulation of peptidyl-tyrosine phosphorylation
IFNL1	GO:0050730	regulation of peptidyl-tyrosine phosphorylation
IFNA2	GO:0050730	regulation of peptidyl-tyrosine phosphorylation
IL12A	GO:0050730	regulation of peptidyl-tyrosine phosphorylation
JAK2	GO:0050730	regulation of peptidyl-tyrosine phosphorylation
CSF3	GO:0050730	regulation of peptidyl-tyrosine phosphorylation
IL11	GO:0050730	regulation of peptidyl-tyrosine phosphorylation
KIT	GO:0050730	regulation of peptidyl-tyrosine phosphorylation
CSF2	GO:0050730	regulation of peptidyl-tyrosine phosphorylation
TSLP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation
TNFSF18	GO:0050730	regulation of peptidyl-tyrosine phosphorylation
IL6	GO:0050730	regulation of peptidyl-tyrosine phosphorylation
TNF	GO:0050730	regulation of peptidyl-tyrosine phosphorylation
IFNA7	GO:0043331	response to dsRNA
IFIT1	GO:0043331	response to dsRNA
IFNA8	GO:0043331	response to dsRNA
IFNA2	GO:0043331	response to dsRNA
IFNA16	GO:0043331	response to dsRNA
IFNW1	GO:0043331	response to dsRNA
IFNB1	GO:0043331	response to dsRNA
TLR3	GO:0043331	response to dsRNA
IFNA7	GO:0042327	positive regulation of phosphorylation
MAP3K8	GO:0042327	positive regulation of phosphorylation
SOCS1	GO:0042327	positive regulation of phosphorylation
IFNL1	GO:0042327	positive regulation of phosphorylation
IFNA8	GO:0042327	positive regulation of phosphorylation
IFNA2	GO:0042327	positive regulation of phosphorylation
IFNA16	GO:0042327	positive regulation of phosphorylation
IFNW1	GO:0042327	positive regulation of phosphorylation
IFNB1	GO:0042327	positive regulation of phosphorylation
IL12A	GO:0042327	positive regulation of phosphorylation
JAK2	GO:0042327	positive regulation of phosphorylation
CSF3	GO:0042327	positive regulation of phosphorylation
IL11	GO:0042327	positive regulation of phosphorylation
KIT	GO:0042327	positive regulation of phosphorylation
TLR3	GO:0042327	positive regulation of phosphorylation
CSF2	GO:0042327	positive regulation of phosphorylation
CSF1	GO:0042327	positive regulation of phosphorylation
TSLP	GO:0042327	positive regulation of phosphorylation
ZC3H12A	GO:0042327	positive regulation of phosphorylation
TNFSF18	GO:0042327	positive regulation of phosphorylation
IL6	GO:0042327	positive regulation of phosphorylation
